1,1,310.6,0.0,408.91999999999996,123.43,1,1,1.0
1,2,48.23,55.86,128.97,64.06,1,1,1.0
1,3,92.1,0.0,229.03,64.64,1,1,1.0
2,1,310.56,0.0,408.92,123.43,1,1,1.0
2,2,34.01,54.85,128.98000000000002,64.05000000000001,1,1,1.0
2,3,92.14,0.0,229.04000000000002,64.64,1,1,1.0
3,1,310.51,0.0,408.91999999999996,123.43,1,1,1.0
3,2,12.69,54.85,128.97,64.05000000000001,1,1,1.0
3,3,92.19,0.0,229.03000000000003,64.64,1,1,1.0
4,1,310.46,0.0,408.92,123.43,1,1,1.0
4,2,4.76,48.61,128.97,64.06,1,1,1.0
4,3,92.23,0.0,229.02999999999997,64.64,1,1,1.0
5,1,310.41,0.0,408.92,123.43,1,1,1.0
5,2,0.0,39.51,127.66,64.06,1,1,1.0
5,3,92.27,0.0,229.03000000000003,64.64,1,1,1.0
6,1,310.36,0.0,408.92999999999995,123.43,1,1,1.0
6,2,0.0,39.51,80.6,64.06,1,1,1.0
6,3,92.31,0.0,229.02999999999997,64.64,1,1,1.0
7,1,310.32,0.0,408.92,123.43,1,1,1.0
7,2,0.0,39.51,62.4,64.06,1,1,1.0
7,3,92.36,0.0,229.02999999999997,64.64,1,1,1.0
8,1,310.27,0.0,408.9200000000001,123.43,1,1,1.0
8,2,0.0,39.51,42.7,64.06,1,1,1.0
8,3,92.4,0.0,229.03,64.64,1,1,1.0
9,1,310.22,0.0,408.91999999999996,123.43,1,1,1.0
9,2,0.0,39.51,35.1,64.06,1,1,1.0
9,3,92.44,0.0,229.03000000000003,64.64,1,1,1.0
10,1,310.17,0.0,408.93,123.43,1,1,1.0
10,2,0.0,39.51,17.7,50.39000000000001,1,1,1.0
10,3,92.48,0.0,229.02999999999997,64.64,1,1,1.0
10,4,919.58,189.68,40.41999999999996,99.21999999999997,1,1,1.0
11,1,310.13,0.0,408.91999999999996,123.43,1,1,1.0
11,3,92.53,0.0,229.03,64.64,1,1,1.0
11,4,866.8,166.3,93.20000000000005,122.59999999999997,1,1,1.0
12,1,310.08,0.0,408.92,123.43,1,1,1.0
12,3,92.57,0.0,229.03000000000003,64.64,1,1,1.0
12,4,803.9,149.0,156.10000000000002,139.89999999999998,1,1,1.0
13,1,310.03,0.0,408.9200000000001,123.43,1,1,1.0
13,3,92.61,0.0,229.02999999999997,64.64,1,1,1.0
13,4,767.7,149.0,192.29999999999995,139.89999999999998,1,1,1.0
14,1,309.98,0.0,408.92999999999995,123.43,1,1,1.0
14,3,92.65,0.0,229.03,64.64,1,1,1.0
14,4,717.4,149.0,242.60000000000002,116.30000000000001,1,1,1.0
14,5,0.0,170.98,37.46,55.04000000000002,1,1,1.0
15,1,309.94,0.0,408.92,123.43,1,1,1.0
15,3,92.69,0.0,229.04000000000002,64.64,1,1,1.0
15,4,670.22,130.13,289.78,144.57,1,1,1.0
15,5,0.0,153.68,59.43,110.12,1,1,1.0
16,1,309.89,0.0,408.91999999999996,123.43,1,1,1.0
16,3,92.74,0.0,229.02999999999997,64.64,1,1,1.0
16,4,651.35,114.4,289.78,144.57000000000002,1,1,1.0
16,5,0.0,153.68,70.4,110.12,1,1,1.0
17,1,309.84,0.0,408.92,123.43,1,1,1.0
17,3,92.78,0.0,229.03,64.64,1,1,1.0
17,4,612.03,111.26,289.78,144.57,1,1,1.0
17,5,0.0,163.11,90.8,110.13,1,1,1.0
18,1,309.79,0.0,408.92,123.43,1,1,1.0
18,3,92.82,0.0,229.03000000000003,64.64,1,1,1.0
18,4,572.72,108.11,274.78,126.89,1,1,1.0
18,5,0.0,163.11,119.1,130.58999999999997,1,1,1.0
19,1,309.75,0.0,408.91999999999996,123.43,1,1,1.0
19,3,92.86,0.0,229.02999999999997,64.64,1,1,1.0
19,4,550.9,98.68,261.20000000000005,132.32,1,1,1.0
19,5,3.14,169.4,119.1,130.59,1,1,1.0
20,1,309.7,0.0,408.92,123.43,1,1,1.0
20,3,92.91,0.0,229.03,64.64,1,1,1.0
20,4,501.95,90.81,261.25000000000006,128.29,1,1,1.0
20,5,3.14,169.4,145.86,158.9,1,1,1.0
21,1,309.65,0.0,408.9200000000001,123.43,1,1,1.0
21,3,92.95,0.0,229.03000000000003,64.64,1,1,1.0
21,4,477.9,78.23,240.80000000000007,122.86999999999999,1,1,1.0
21,5,3.14,169.4,191.46,179.29999999999998,1,1,1.0
22,1,309.6,0.0,408.91999999999996,123.43,1,1,1.0
22,3,92.99,0.0,229.02999999999997,64.64,1,1,1.0
22,4,432.75,86.09,251.75,113.31,1,1,1.0
22,5,3.14,169.4,210.36,196.6,1,1,1.0
23,1,309.56,0.0,408.92,123.43,1,1,1.0
23,3,93.03,0.0,229.03,64.64,1,1,1.0
23,4,422.1,75.08,223.19999999999993,120.11999999999999,1,1,1.0
23,5,11.01,193.0,230.79000000000002,184.0,1,1,1.0
24,1,309.51,0.0,408.91999999999996,123.43,1,1,1.0
24,3,93.07,0.0,229.04000000000002,64.64,1,1,1.0
24,4,392.3,67.22,232.71999999999997,120.08000000000001,1,1,1.0
24,5,32.24,194.57,241.81,191.07999999999998,1,1,1.0
25,1,309.46,0.0,408.92,123.43,1,1,0.0
25,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
25,4,380.5,67.22,209.60000000000002,110.58000000000001,1,1,1.0
25,5,53.47,196.15,252.83,198.15,1,1,1.0
26,1,309.41,0.0,408.92,123.43,1,1,0.0
26,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
26,4,311.66,67.22,289.7699999999999,144.57,1,1,1.0
26,5,80.21,219.74,271.73,213.84999999999997,1,1,1.0
27,1,309.36,0.0,408.92999999999995,123.43,1,1,0.0
27,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
27,4,297.5,57.79,264.62,130.41,1,1,1.0
27,5,113.23,233.89,289.07,206.01,1,1,1.0
28,1,309.32,0.0,408.92,123.43,1,1,0.0
28,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
28,4,267.62,62.5,264.62,130.42,1,1,1.0
28,5,144.68,252.76,289.07,206.01,1,1,1.0
29,1,309.27,0.0,408.9200000000001,123.43,1,1,0.0
29,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
29,4,242.46,53.07,264.62,130.41,1,1,1.0
29,5,171.42,244.9,326.78,246.9,1,1,1.0
29,6,900.85,163.11,59.14999999999998,124.24000000000001,1,1,1.0
30,1,309.22,0.0,408.91999999999996,123.43,1,1,0.0
30,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
30,4,271.8,27.91,191.24,122.28999999999999,1,1,1.0
30,5,218.6,270.06,339.4,248.44,1,1,1.0
30,6,841.1,139.52,118.89999999999998,124.23999999999998,1,1,1.0
31,1,309.17,0.0,408.93,123.43,1,1,0.0
31,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
31,4,176.41,34.2,264.61,130.41000000000003,1,1,1.0
31,5,256.34,285.79,380.33,248.44,1,1,1.0
31,6,781.3,139.52,178.70000000000005,124.23999999999998,1,1,1.0
32,1,309.13,0.0,408.91999999999996,123.43,1,1,0.0
32,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
32,4,177.97,37.34,234.21,116.27000000000001,1,1,1.0
32,5,300.38,293.65,380.33000000000004,246.35000000000002,1,1,1.0
32,6,779.73,134.8,178.69999999999993,124.24000000000001,1,1,1.0
33,1,309.08,0.0,408.92,123.43,1,1,0.0
33,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
33,4,179.53,40.49,203.80999999999997,102.10999999999999,1,1,1.0
33,5,352.27,293.65,419.63,246.35000000000002,1,1,1.0
33,6,724.6,108.1,235.39999999999998,143.08,1,1,1.0
34,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
34,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
34,4,181.1,43.63,173.4,87.97,1,1,1.0
34,5,405.74,291.29,438.51,246.34999999999997,1,1,1.0
34,6,666.4,108.1,293.6,143.08,1,1,1.0
35,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
35,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
35,4,166.95,43.63,173.40000000000003,87.97,1,1,1.0
35,5,459.21,288.93,457.39000000000004,246.34999999999997,1,1,1.0
35,6,633.37,101.81,293.6,143.07999999999998,1,1,1.0
36,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
36,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
36,4,145.71,43.63,173.41,87.97,1,1,1.0
36,5,501.68,402.2,457.37999999999994,137.8,1,1,1.0
36,6,592.49,86.08,293.59000000000003,143.07999999999998,1,1,1.0
37,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
37,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
37,4,124.48,43.63,173.39999999999998,87.97,1,1,1.0
37,5,569.29,424.2,389.77,115.80000000000001,1,1,1.0
37,6,556.31,92.37,293.6,143.07999999999998,1,1,1.0
38,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
38,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
38,4,113.95,39.21,173.40000000000003,87.97,1,1,1.0
38,5,636.9,446.2,322.15999999999997,93.80000000000001,1,1,1.0
38,6,505.99,76.65,293.6,143.07999999999998,1,1,1.0
39,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
39,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
39,4,103.42,34.8,173.39999999999998,87.97,1,1,1.0
39,5,775.5,511.4,183.55999999999995,28.600000000000023,1,1,1.0
39,6,491.04,71.89,256.2,132.22000000000003,1,1,1.0
40,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
40,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
40,4,92.88,30.38,173.39999999999998,87.97,1,1,1.0
40,6,476.1,67.13,218.79999999999995,121.37,1,1,1.0
41,1,309.03,0.0,408.9200000000001,123.43,1,1,1.0
41,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
41,4,82.35,25.96,173.4,87.97,1,1,1.0
41,6,450.27,68.49,218.80000000000007,121.37000000000002,1,1,1.0
42,1,309.03,0.0,408.9200000000001,123.43,1,1,0.0
42,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
42,4,61.96,34.12,173.4,87.97,1,1,1.0
42,6,420.37,64.41,212.66999999999996,110.52000000000001,1,1,1.0
43,1,308.35,0.14,408.91999999999996,123.42999999999999,1,1,0.0
43,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
43,4,61.96,32.76,173.4,87.97,1,1,1.0
43,6,390.47,60.34,206.52999999999997,99.66,1,1,1.0
44,1,307.67,0.27,408.92,123.43,1,1,0.0
44,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
44,4,51.09,23.24,173.4,87.97,1,1,1.0
44,6,361.92,58.98,206.54000000000002,99.66,1,1,1.0
45,1,306.99,0.41,408.91999999999996,123.43,1,1,0.0
45,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
45,4,32.06,21.88,142.14,87.97,1,1,1.0
45,6,326.58,53.54,206.54000000000002,99.66,1,1,1.0
46,1,306.31,0.54,408.92,123.42999999999999,1,1,0.0
46,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
46,4,27.98,17.81,131.95000000000002,87.96,1,1,1.0
46,6,295.32,49.46,206.53000000000003,99.66999999999999,1,1,1.0
47,1,305.63,0.68,408.91999999999996,123.42999999999999,1,1,0.0
47,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
47,4,23.9,13.73,121.75999999999999,87.97,1,1,1.0
47,6,259.3,41.31,206.52999999999997,99.66,1,1,1.0
48,1,304.95,0.82,408.93,123.42,1,1,0.0
48,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
48,4,15.29,10.1,121.76000000000002,87.97,1,1,1.0
48,6,223.28,33.15,206.54,99.66999999999999,1,1,1.0
49,1,304.27,0.95,408.93000000000006,123.42999999999999,1,1,0.0
49,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
49,4,6.68,6.48,121.75999999999999,87.97,1,1,1.0
49,6,249.1,33.15,180.72,99.66999999999999,1,1,1.0
50,1,303.59,1.09,408.93,123.42999999999999,1,1,0.0
50,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
50,4,10.31,15.09,121.75,87.97,1,1,1.0
50,6,234.15,27.72,180.71,99.66,1,1,1.0
51,1,302.91,1.22,408.93,123.43,1,1,0.0
51,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
51,4,0.0,6.93,95.4,75.77000000000001,1,1,1.0
51,6,212.4,31.79,180.72,99.67000000000002,1,1,1.0
52,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
52,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
52,4,0.0,6.93,87.23,75.77000000000001,1,1,1.0
52,6,208.3,45.4,152.19,67.0,1,1,1.0
53,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
53,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
53,4,0.0,6.93,79.07,75.77000000000001,1,1,1.0
53,6,189.27,44.04,152.20000000000002,67.0,1,1,1.0
54,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
54,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
54,4,0.0,6.93,70.9,75.77000000000001,1,1,1.0
54,6,170.24,37.25,152.2,67.0,1,1,1.0
55,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
55,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
55,4,0.0,6.93,62.75,61.52,1,1,1.0
55,6,158.01,37.25,152.19,67.0,1,1,1.0
56,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
56,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
56,4,0.0,6.93,54.6,47.27,1,1,1.0
56,6,137.62,34.53,152.2,67.0,1,1,1.0
57,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
57,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
57,4,0.0,9.65,50.51,47.27,1,1,1.0
57,6,102.28,33.17,152.2,67.0,1,1,1.0
58,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
58,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
58,4,0.0,12.37,46.43,47.27,1,1,1.0
58,6,92.77,33.17,152.19,67.0,1,1,1.0
59,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
59,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
59,4,0.0,15.09,42.34,47.269999999999996,1,1,1.0
59,6,92.08,31.81,139.29000000000002,67.0,1,1,1.0
60,1,302.24,1.36,408.91999999999996,123.43,1,1,0.0
60,3,93.12,0.0,229.02999999999997,64.64,1,1,0.0
60,4,0.0,15.09,42.34,47.269999999999996,1,1,1.0
60,6,91.4,30.45,126.38,67.0,1,1,1.0
